"__uid","__parent_uid","script_name","script_code","script_type","script_family","script_direction","script_baseline","script_whiteSpace","script_features","script_typicalFont","script_alternateNames","script_numericCode","script_casing","script_diacritics","script_contextualForms","script_complexPos","script_reordering","script_splitGraphs","script_ligatures","script_sample","__display_name","script_displayCode","script_openTypeTags","script_status","script_numericCodePlus","script_sortName","script_shortName","script_subjectTabFlags"
"d4955faca2","","Old Permic","Perm","alphabet","European","LTR","bottom","[unspecified]","","","","227","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:42:""OldPermic_Abur_komi_inscription_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:26:""Old Permic Script Document"";s:6:""author"";s:23:""Unknown (Public Domain)"";s:9:""copyright"";s:93:""Source: https://en.wikipedia.org/wiki/Old_Permic_script#/media/File:Abur_komi_inscription.jpg"";s:5:""notes"";s:93:""Source: https://en.wikipedia.org/wiki/Old_Permic_script#/media/File:Abur_komi_inscription.jpg"";}","Old Permic [Perm]","Perm","perm","Historical","227 (left-to-right alphabetic)","Old Permic","Old Permic script","83"
"c798864c68","","Phags-pa","Phag","abugida","Central Asian","vertical (RTL)","vertical","between words","","","","331","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:35:""phagspa-vinokurov-tablet_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:70:""Yuan Dynasty Official Pass (The ""Vinokurov Tablet""). See Use & History"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Phags-pa [Phag]","Phag","phag","Historical","331 (alphasyllabic)","Phags-pa","Phags-pa script","83"
"ah5h94hhb9","","Inscriptional Pahlavi","Phli","abjad","Middle Eastern","RTL","bottom","between words","","","","131","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:52:""InscriptionalPahlavi_Shapur_Kabe_Zartosht_sample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:97:""Detail from Parthian version of the Shapur I inscription at Ka'ba-ye Zartosht (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:15:""(Public Domain)"";s:5:""notes"";s:0:"""";}","Inscriptional Pahlavi [Phli]","Phli","phli","Historical","131 (right-to-left alphabetic)","Inscriptional Pahlavi","Inscriptional Pahlavi script","91"
"ec9fe97bb4","","Psalter Pahlavi","Phlp","abjad","Middle Eastern","RTL","bottom","discretionary","","","","132","no","[unknown]","yes","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:26:""Psalter_Pahlavi_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:14:""Psalm fragment"";s:6:""author"";s:0:"""";s:9:""copyright"";s:41:""© BBAW  See Use and History subject area"";s:5:""notes"";s:0:"""";}","Psalter Pahlavi [Phlp]","Phlp","phlp","Historical","132 (right-to-left alphabetic)","Psalter Pahlavi","Psalter Pahlavi script","91"
"fe4a4eg68e","","Book Pahlavi","Phlv","abjad","Middle Eastern","RTL","bottom","[unspecified]","","","","133","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Book Pahlavi [Phlv]","Phlv","","Historical","133 (right-to-left alphabetic)","Book Pahlavi","Book Pahlavi script","73"
"2c3f9h3497","","Phoenician","Phnx","abjad","Middle Eastern","RTL","bottom","none","","","","115","no","no","yes","[unknown]","no","[unknown]","optional","a:8:{s:9:""file_name"";s:14:""Phoenician.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:71:""Özgür Mülazımoğlu, Flickr, 2009. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Phoenician [Phnx]","Phnx","phnx","Historical","115 (right-to-left alphabetic)","Phoenician","Phoenician script","83"
"7gh3eh3eca","","Miao (Pollard)","Plrd","syllabary","East Asian","LTR","bottom","between words","","","","282","no","yes","[unknown]","yes","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:13:""Miao-Crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Miao (Pollard) [Plrd]","Plrd","plrd","Current","282 (left-to-right alphabetic)","Miao (Pollard)","Miao script","115"
"6c5h7dfd6a","","Inscriptional Parthian","Prti","abjad","Middle Eastern","RTL","bottom","between words","","","","130","no","no","[unknown]","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:33:""Inscriptional_Parthian_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:55:""Sample of Parthian script from Iraq (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Inscriptional Parthian [Prti]","Prti","prti","Historical","130 (right-to-left alphabetic)","Inscriptional Parthian","Inscriptional Parthian script","83"
"4ah63h6a8a","","Reserved for private use (start)","Qaaa","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","900","[unknown]","yes","[unknown]","[unknown]","[unknown]","[unknown]","","","Reserved for private use (start) [Qaaa]","Qaaa","","","900 (private use, alias, or special)","Reserved for private use (start)","Reserved for private use","0"
"537heg33hh","","Balti-A","Qaab","abugida","Indic","RTL","bottom","between words","","","","901","[unknown]","yes","[unknown]","[unknown]","[unknown]","[unknown]","","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Balti-A","","","Current","901 (private use, alias, or special)","Balti-A","Balti script","65"
"a992b4ah9a","","Bamum","Bamu","syllabary","African","LTR","bottom","between words","","","","435","yes","yes","[unknown]","[unknown]","[unknown]","[unknown]","","a:8:{s:9:""file_name"";s:14:""Bamum_Crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:107:""See Use and History subject area for full image and licensing information. Image used here with permission."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Bamum [Bamu]","Bamu","bamu","Current","435 (syllabic)","Bamum","Bamum script","115"
"h9ae27abaa","","Bassa Vah","Bass","alphabet","African","LTR","bottom","[unspecified]","","","","259","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""BassaVah.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Varnie N'jola Karmo, early 1900s. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Bassa Vah [Bass]","Bass","bass","Current","259 (left-to-right alphabetic)","Bassa Vah","Bassa Vah script","83"
"22d9g2d536","","Chakma","Cakm","abugida","Indic","LTR","bottom","[unspecified]","","","Ojhapath, Ojhopath, Ajhapath","349","no","yes","yes","yes","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:15:""chakma_crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Chakma [Cakm]","Cakm","cakm","Current","349 (alphasyllabic)","Chakma","Chakma script","87"
"7796d532h4","","Duota","Qaaf","abugida","Mainland Southeast Asian","LTR","bottom","[unspecified]","","","","905","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Duota","","","Current","905 (private use, alias, or special)","Duota","Duota script","1"
"36c9a2fcd3","","Ersu Shaba Picture Writing","Qaag","logo-syllabary","East Asian","other","centered","discretionary","","","","906","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Ersu Shaba Picture Writing","","","Unclear","906 (private use, alias, or special)","Ersu Shaba Picture Writing","Ersu Shaba Picture Writing","65"
"h55cffd2fc","","Eshkol-Wachman movement notation system","Qaah","featural","Signed Language","vertical (LTR) and horizontal (LTR)","centered","[unspecified]","","","","907","no","no","no","no","no","no","none","a:8:{s:9:""file_name"";s:25:""Eshkol-Wachman_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:76:""Illustration of the three types of movement. See Use & History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Eshkol-Wachman movement notation system","","","Current","907 (private use, alias, or special)","Eshkol-Wachman movement notation system","Eshkol-Wachman movement notation system","83"
"hf234d8ehe","","Lahnda (Landa)","Qaaj","abugida","Indic","LTR","hanging","[unspecified]","","","","909","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:24:""Landha_Script_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:50:""Detail from Landa script chart (see Use & History)"";s:6:""author"";s:9:""Trini1988"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Lahnda (Landa)","","","Current","909 (private use, alias, or special)","Lahnda (Landa)","Lahnda script","67"
"cde47774gf","","Leke","Leke","[unspecified]","Mainland Southeast Asian","LTR","bottom","[unspecified]","","","","364","[unknown]","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:13:""Leke-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:69:""Photo courtesy of Sher Nay Moo (Poung Mla Mla). Used with permission."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Leke [Leke]","Leke","","Current","364 (alphasyllabic)","Leke","Leke script","67"
"ge4fhh6837","","Loma","Loma","syllabary","African","LTR","bottom","[unspecified]","","","","437","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:15:""Loma_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:107:""See Use and History subject area for full image and licensing information. Image used here with permission."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Loma [Loma]","Loma","","Current","437 (syllabic)","Loma","Loma script","83"
"7d2egcdeac","","Mende Kikakui","Mend","syllabary","African","RTL","bottom","[unspecified]","","","","438","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:17:""Mende-kikakui.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:64:""""Mɛɛnde yia"" in Mende script Kikakui (read from right to left)"";s:6:""author"";s:13:""Immanuel Giel"";s:9:""copyright"";s:30:""© 2014  License: CC-BY-SA-3.0"";s:5:""notes"";s:0:"""";}","Mende Kikakui [Mend]","Mend","mend","Current","438 (syllabic)","Mende Kikakui","Mende Kikakui script","83"
"9h83b3feb9","","Lisu (Fraser)","Lisu","alphabet","East Asian","LTR","bottom","[unspecified]","","","","399","no","yes","[unknown]","[unknown]","[unknown]","no","none","a:8:{s:9:""file_name"";s:16:""Lisu_cropped.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:67:""© Dominik Maximilián Ramík 2017.  See Use & History subject area"";s:5:""notes"";s:0:"""";}","Lisu (Fraser) [Lisu]","Lisu","lisu","Current","399 (alphasyllabic)","Lisu (Fraser)","Lisu script","87"
"872824h642","","SignFont Notation","Qaao","featural","Signed Language","LTR","bottom","between words","","","","914","no","no","no","no","no","no","none","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","SignFont Notation","","","Current","914 (private use, alias, or special)","SignFont Notation","SignFont Notation","67"
"382dd26h82","","Sogdian","Sogd","abjad","Middle Eastern","RTL","bottom","[unspecified]","","","","141","no","yes","yes","[unknown]","[unknown]","[unknown]","optional","a:8:{s:9:""file_name"";s:24:""Sogdian_text_sample3.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""Detail from letter using Sogdian script (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Sogdian [Sogd]","Sogd","sogd","Historical","141 (right-to-left alphabetic)","Sogdian","Sogdian script","83"
"dhabe3gh3f","","Stokoe Notation","Qaaq","featural","Signed Language","LTR","bottom","[unspecified]","","","","916","no","yes","[unknown]","[unknown]","no","[unknown]","none","a:8:{s:9:""file_name"";s:19:""stokoe-crop.png.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:49:""From Wikipedia. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Stokoe Notation","","","Current","916 (private use, alias, or special)","Stokoe Notation","Stokoe Notation","83"
"22544gh328","","Sora Sompeng","Sora","abugida","Indic","LTR","bottom","[unspecified]","","","","398","no","no","[unknown]","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:24:""SorangSompeng_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:62:""Detail from photo of Mangei Gomango statue. See Use & History."";s:6:""author"";s:20:""Subhashish Panigrahi"";s:9:""copyright"";s:7:""© 2014"";s:5:""notes"";s:0:"""";}","Sora Sompeng [Sora]","Sora","sora","Current","398 (alphasyllabic)","Sora Sompeng","Sora Sompeng script","83"
"ee2af2ccdh","","Takri, Ṭākrī, Ṭāṅkrī","Takr","abugida","Indic","LTR","hanging","between words","","","","321","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:16:""Takri_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:107:""British and Foreign Bible Society, 'Introduction to John's Gospel', 1917. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Takri, Ṭākrī, Ṭāṅkrī [Takr]","Takr","takr","Historical","321 (alphasyllabic)","Takri, ṬAkrI, ṬAṅkrI","Takri script","83"
"8586d6827e","","Tulu-Tigalari","Tutg","abugida","Indic","LTR","hanging","[unspecified]","","","","341","no","yes","[unknown]","[unknown]","yes","yes","none","a:8:{s:9:""file_name"";s:28:""Tigalari-sanskrit_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:38:""Sanskrit writing using Tigalari script"";s:6:""author"";s:52:""ಶ್ರೀ © 2014  See Use & History subject area"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Tulu-Tigalari [Tutg]","Tutg","tutg","Historical","341 (alphasyllabic)","Tulu-Tigalari","Tulu-Tigalari script","83"
"72de4375c9","","Unwritten","Qaax","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","923","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","","Unwritten","","","Current","923 (private use, alias, or special)","Unwritten","Unwritten","0"
"cc8acbbe56","","Warang Citi (Varang Kshiti)","Wara","alphabet","Indic","LTR","bottom","[unspecified]","","","","262","no","no","[unknown]","[unknown]","no","no","none","a:8:{s:9:""file_name"";s:15:""Warang_Citi.PNG"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:18:""Warang Citi sample"";s:6:""author"";s:26:""Rishu Shukla, CC BY-SA 4.0"";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Warang Citi (Varang Kshiti) [Wara]","Wara","wara","Current","262 (left-to-right alphabetic)","Warang Citi (Varang Kshiti)","Warang Citi script","83"
"eb692gab48","","Sharada, Śāradā","Shrd","abugida","Indic","LTR","hanging","discretionary","","","","319","no","yes","[unknown]","[unknown]","yes","yes","required","a:8:{s:9:""file_name"";s:18:""Sharada_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:59:""Sanskrit in Sharada script. See Use & History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Sharada, Śāradā [Shrd]","Shrd","shrd","Current","319 (alphasyllabic)","Sharada, ŚAradA","Sharada script","83"
"2f6a2f7g8b","","Ranjana","Ranj","abugida","Indic","LTR","hanging","between words","","","Lantsa, Wartu","303","no","yes","yes","[unknown]","yes","yes","required","a:8:{s:9:""file_name"";s:15:""RanjanaCrop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:114:""Sample supplied by Pat Hall. Original source 'Lipi Pau Monthly'. See Use & History tab for details and full image."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Ranjana [Ranj]","Ranj","","Current","303 (alphasyllabic)","Ranjana","Ranjana script","83"
"e9c942b88c","","Newa, Newar, Newari, Nepāla lipi","Newa","abugida","Indic","LTR","hanging","between words","","","","333","no","yes","yes","[unknown]","yes","[unknown]","required","a:8:{s:9:""file_name"";s:15:""newari-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:54:""Adam Holloway, 2011. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Newa, Newar, Newari, Nepāla lipi [Newa]","Newa","newa","Current","333 (alphasyllabic)","Newa, Newar, Newari, NepAla lipi","Newa script","83"
"ge39e9d276","","Bowen (Lao Baiwen)","Qabe","syllabary","East Asian","vertical (RTL) and horizontal (LTR)","centered","[unspecified]","","","","930","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Bowen (Lao Baiwen)","","","Unclear","930 (private use, alias, or special)","Bowen (Lao Baiwen)","","1"
"dgg68dda85","","Ahom","Ahom","abugida","Mainland Southeast Asian","LTR","bottom","none","","","","338","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","","a:8:{s:9:""file_name"";s:8:""Ahom.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:82:""Stephen Morey, 'Bar Amra Ahom Manuscript', 2007. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Ahom [Ahom]","Ahom","ahom","Current","338 (alphasyllabic)","Ahom","Ahom script","83"
"bf6ahg88f7","","Micmac Hieroglyphs (Kauder ideograms)","Qabg","logo-syllabary","American","LTR","bottom","[unspecified]","","","","932","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:15:""micmac-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:57:""Christian Kauder, 1866. See Use and History subject area."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Micmac Hieroglyphs (Kauder ideograms)","","","Historical","932 (private use, alias, or special)","Micmac Hieroglyphs (Kauder ideograms)","Micmac Hieroglyphs script","67"
"h8e5a56f6g","","Bagam (Eghap)","Qabh","logo-syllabary","African","LTR","bottom","[unspecified]","","","","933","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","required","a:8:{s:9:""file_name"";s:12:""nosample.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:0:"""";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Bagam (Eghap)","","","Current","933 (private use, alias, or special)","Bagam (Eghap)","Bagam script","81"
"vzvy6dpen5","","Khojki","Khoj","abugida","Indic","LTR","[unspecified]","[unspecified]","[none specified]","","","322","no","yes","yes","[unknown]","no","[unknown]","required","a:8:{s:9:""file_name"";s:19:""Khojki-A_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Khojki [Khoj]","Khoj","khoj","Current","322 (alphasyllabic)","Khojki","Khojki script","83"
"r3cryqa6c2","","Jurchen","Jurc","logo-syllabary","East Asian","vertical (LTR)","vertical","[unspecified]","[none specified]","","","510","no","no","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:18:""Jurchen_sample.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:74:""Detail from copy of medallion with Jurchen inscription (see Use & History)"";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Jurchen [Jurc]","Jurc","","Historical","510 (ideographic)","Jurchen","Jurchen script","3"
"cltfsbszam","","Mro, Mru","Mroo","alphabet","Indic","LTR","bottom","between words","[none specified]","","","264","no","no","no","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:12:""Mro-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:67:""Image provided by Tim Brookes. See Use and History tab for details."";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Mro, Mru [Mroo]","Mroo","mroo","Current","264 (left-to-right alphabetic)","Mro, Mru","Mro script","83"
"f3eh2e329b","","Afaka","Afak","syllabary","American","LTR","bottom","discretionary","","","","439","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:14:""afaka-crop.png"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:50:""From Wikipedia. See Use and History subject area. "";s:6:""author"";s:0:"""";s:9:""copyright"";s:0:"""";s:5:""notes"";s:0:"""";}","Afaka [Afak]","Afak","","Current","439 (syllabic)","Afaka","Afaka script","83"
"b33ggdc44b","","Reserved for private use (end)","Qabx","[unspecified]","[unspecified]","[unspecified]","[unspecified]","[unspecified]","","","","949","[unknown]","yes","[unknown]","[unknown]","[unknown]","[unknown]","","","Reserved for private use (end) [Qabx]","Qabx","","","949 (private use, alias, or special)","Reserved for private use (end)","Reserved for private use","2"
"462he63g2a","","Rejang (Redjang, Kaganga)","Rjng","abugida","Insular Southeast Asian","LTR","bottom","[unspecified]","","","Kaganga, Redjang","363","no","yes","[unknown]","[unknown]","[unknown]","[unknown]","none","a:8:{s:9:""file_name"";s:17:""Rejang_sample.PNG"";s:14:""file_MIME_type"";s:9:""image/png"";s:9:""file_type"";s:3:""png"";s:10:""is_package"";b:0;s:7:""caption"";s:23:""Sample of Rejang script"";s:6:""author"";s:10:""M Adiputra"";s:9:""copyright"";s:44:""© 2011 Published under CC-BY-SA-3.0 license"";s:5:""notes"";s:0:"""";}","Rejang (Redjang, Kaganga) [Rjng]","Rjng","rjng","Current","363 (alphasyllabic)","Rejang (Redjang, Kaganga)","Kaganga script","83"
"ghh3478ec5","","Rongorongo","Roro","logo-syllabary","Pacific","boustrophedon","bottom","[unspecified]","","","","620","no","[unknown]","[unknown]","[unknown]","[unknown]","[unknown]","[unspecified]","a:8:{s:9:""file_name"";s:24:""Rongorongo_E-r_Keiti.jpg"";s:14:""file_MIME_type"";s:10:""image/jpeg"";s:9:""file_type"";s:4:""jpeg"";s:10:""is_package"";b:0;s:7:""caption"";s:66:""https://commons.wikimedia.org/wiki/File%3ARongorongo_E-r_Keiti.jpg"";s:6:""author"";s:0:"""";s:9:""copyright"";s:134:"" [GFDL (http://www.gnu.org/copyleft/fdl.html) or CC-BY-SA-3.0 (http://creativecommons.org/licenses/by-sa/3.0/)], via Wikimedia Commons"";s:5:""notes"";s:0:"""";}","Rongorongo [Roro]","Roro","","Historical","620 (undeciphered)","Rongorongo","Rongorongo script","83"
