entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
online,,omni-nko,N'Ko Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/nko.htm,,2010-07-09,,,,,,,,script-nkoo,,,,webpage,mhkkzzl3nn,N'Ko Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-ogham,Ogham,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/ogham.htm,,2010-07-09,,,,,,,,script-ogam,,,,webpage,b98tp83a59,Ogham,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-old-church-slavonic,Old Church Slavonic,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/ocslavonic.htm,,2010-07-06,,,,,,,,script-cyrs,,,,webpage,kmh5dm9zu8,Old Church Slavonic,Omniglot,,,Accessed 6 July 2010,,,,
online,,omni-old-italic,Old Italic,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/olditalic.htm,,2010-07-09,,,,,,,,script-ital,,,,webpage,akcft2dryk,Old Italic,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-old-permic,Old Permic Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/oldpermic.htm,,2010-07-09,,,,,,,,script-perm,,,,webpage,m2wze84j25,Old Permic Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-old-persian-cuneiform,Old Persian Cuneiform,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/opcuneiform.htm,,2010-07-09,,,,,,,,script-xpeo,,,,webpage,hkh4yn4csl,Old Persian Cuneiform,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-orkhon,Orkhon,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/orkhon.htm,,2010-07-09,,,,,,,,script-orkh,,,,webpage,f7hmrec55f,Orkhon,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-pahawh,Pahawh Hmong Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/hmong.htm,,2010-07-09,,,,,,,,script-hmng,,,,webpage,szqg5xq82l,Pahawh Hmong Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-phags-pa,Phags-pa Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/phagspa.htm,,2010-07-09,,,,,,,,script-phag,,,,webpage,lnt8qfbc6n,Phags-pa Alphabet,Omniglot,,,Accessed 9 July 2010,,,,\
online,,omni-phoenician,Phoenician / Canaanite,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/phoenician.htm,,2010-07-09,,,,,,,,script-phnx,,,,webpage,ug7b8v5xx7,Phoenician / Canaanite,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-pollard,Pollard Miao Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/pollardmiao.htm,,2010-07-08,,,,,,,,script-plrd,,,,webpage,m39zs6s6hw,Pollard Miao Alphabet,Omniglot,,,Accessed 8 July 2010,,,,
online,,omni-ranjana,Ranjana,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/ranjana.htm,,2010-07-09,,,,,,,,script-ranj,,,,webpage,ff3bd4b5e5,Ranjana,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-redjang,Redjang/Kaganga Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/redjang.htm,,2010-07-09,,,,,,,,script-rjng,,,,webpage,vtag74pd8g,Redjang/Kaganga Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-rongorongo,Rongorongo Script,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/rongorongo.htm,,2010-07-09,,,,,,,,script-roro,,,,webpage,gwafrugwqv,Rongorongo Script,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-runic,Runic Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/runic.htm,,2010-07-09,,,,,,,,script-runr,,,,webpage,tfgcsswvhv,Runic Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-samaritan,Samaritan Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/samaritan.htm,,2010-07-09,,,,,,,,script-samr,,,,webpage,fr84ctbpgq,Samaritan Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-santali,Santali Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/santali.htm,,2010-07-09,,,,,,,,script-olck,,,,webpage,bw6gve3e9m,Santali Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-sarati,Sarati Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sarati.htm,,2010-07-09,,,,,,,,script-sara,,,,webpage,a6juu9kz7a,Sarati Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-sharda,Sharda Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sharda.htm,,2010-07-09,,,,,,,,script-shrd,,,,webpage,u6ygsrtxla,Sharda Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-shavian,Shavian Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/shavian.htm,,2010-07-09,,,,,,,,script-shaw,,,,webpage,fklgmrcgw2,Shavian Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-simplified-chinese,Simplified Chinese Characters,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/chinese_simplified.htm,,2010-07-08,,,,,,,,script-hans,,,,webpage,yquyw54tq2,Simplified Chinese Characters,Omniglot,,,Accessed 8 July 2010,,,,
online,,omni-sindhi,Sindhi Alphabets,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sindhi.htm,,2010-10-28,,,,,,,,script-sind,,,,webpage,hqctpx3p7k,Omniglot - Sindhi,Omniglot,,,Accessed 28 October 2010,,,,
online,,omni-sinhala,Sinhala Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sinhala.htm,,2010-07-09,,,,,,,,script-sinh,,,,webpage,ntzt85kkl6,Sinhala Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-sogdian,Sogdian Script,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sogdian.htm,,2010-07-09,,,,,,,,script-sogd,,,,webpage,dkh97pg8yu,Sogdian Script,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-somali,Somali Alphabets,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/somali.htm#osmanya,,2010-07-09,,,,,,,,script-osma,,,,webpage,r7m5pz7cdk,Somali Alphabets,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-sourashtra,Sourashtra Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/sourashtra.htm,,2010-07-09,,,,,,,,script-saur,,,,webpage,xv8428q6tb,Sourashtra Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-south-arabian,South Arabian Alphabet,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/southarabian.htm,,2010-07-09,,,,,,,,script-sarb,,,,webpage,hvt8e5sav2,South Arabian Alphabet,Omniglot,,,Accessed 9 July 2010,,,,
online,,omni-tengwar,Tengwar,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/tengwar.htm,,2011-09-29,,,,,,,,"script-teng, lang-qya",,,"The Omniglot page for Tengwar describes the origin and features of the script, and shows which characters are used to represent which sounds in various modes. Links are also provided to other pages on the site which show how the script can be used to write English, Welsh, Scottish Gaelic, and Spanish.",webpage,mb5pvvpb9x,Omniglot - Tengwar,Omniglot,,,Accessed 2011-09-29,,,,
online,,omni-thai,"Thai Language, Alphabet and Pronunciation",Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/thai.htm,,2009-12-11,,,,,,,,script-thai,,,,webpage,2e56e392c2,,Omniglot,,,Accessed 11 December 2009,,,,
online,f,omni-types,Types of writing systems,,,,,,,Omniglot,30,https://www.omniglot.com/writing/types.htm,,2025-11-19,,,,,,,,writing systems,,,,,,,Omniglot,,,,,,,
online,,omni-varang,Varang Kshiti alphabet and Ho language,Simon Ager,,Ager,,,,Omniglot,30,http://www.omniglot.com/writing/varangkshiti.htm,,2011-09-30,,,,,,,,script-wara,,,This page briefly describes the main features of the Warang Citi (Varang Kshiti) alphabet and includes a graphic showing the letters used to write in the script.,webpage,vm78vqlhkb,Varang Kshiti alphabet and Ho language,Omniglot,,,Accessed 2011-09-30,,,,
online,f,opentype,OpenType specification,,,,,,,Microsoft,,https://learn.microsoft.com/en-us/typography/opentype/spec/,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Microsoft,,,,,,,
online,f,opentype-meta,meta — Meta table,,,,,,,Microsoft,,https://learn.microsoft.com/en-us/typography/opentype/spec/meta,,2025-11-19,,,,,,,,"fonts, opentype",,,,,,,Microsoft,,,,,,,
online,f,opentype-mirroring,OpenType Mirroring Pairs List (OMPL),,,,,,,Microsoft,,https://learn.microsoft.com/en-us/typography/opentype/spec/ompl,,2025-11-19,,,,,,,,"fonts, opentype",,,,,,,Microsoft,,,,,,,
online,f,opentype-overview,OpenType overview,,,,,,,Microsoft,,https://learn.microsoft.com/en-us/typography/opentype/,,2025-11-19,,,,,,,,"fonts, rendering, opentype",,,,,,,Microsoft,,,,,,,
online,f,opentype-post,post — PostScript Table,,,,,,,Microsoft,,https://learn.microsoft.com/en-us/typography/opentype/spec/post,,2025-11-19,,,,,,,,"fonts, opentype",,,,,,,Microsoft,,,,,,,
online,,osborn2004,(Salifou) Hausa Alphabet,Don Osborn,,Osborn,,,,,,http://www.bisharat.net/Demos/Hausa_alphabet.htm,2004-02-10,,,,,,,,,script-qa16,,,,webpage,faaxde8x8g,(Salifou) Hausa Alphabet,,,,Published 2004-02-10,,,,
online,,osborn2005,Hausa alphabet from a 1993 publication,Don Osborn,,Osborn,,,,,,http://www.bisharat.net/Demos/Hausa_alpha_2.htm,2005-04-19,,,,,,,,,script-qa15,,,This page contains a character chart showing the letters of the alphabet used by the Raina Kama writers' circle.,webpage,deuqzbx9gz,Hausa alphabet from a 1993 publication,,,,Published 2005-04-19,,,,
online,f,otcookbook,Introduction,,,,,,,,,https://opentypecookbook.com/,,2025-11-19,,,,,,,,"fonts, opentype, font tools, rendering",,,,,,,,,,,,,,
book,,oyler2007,The History of the N'Ko Alphabet and Its Role in Mande Transnational Identity: Words as Weapons,Dianne White Oyler,,Oyler,,,,,,,2007,,0-9799537-5-8,,Africana Homestead Legacy Publishers,"Cherry Hill, NJ",,,,script-nkoo,,"Discusses the creation of the N'Ko alphabet for Mande (Maninka) languages by Souleymane Kanté (1922-1987) in 1949 in the Republic of Guinea, and N'Ko's role in transnational identity, Pan-Africanism, and a grassroots literacy campaign in West Africa and the African diaspora--Provided by publisher.",History of the N'Ko Alphabet,book,ef69775d42,,,0-9799537-5-8,,2007,,,,
article,,pae2011,Is Korean a syllabic alphabet or an alphabetic syllabary,Hye K. Pae,,Pae,Writing Systems Research,,,,,http://www.tandfonline.com/doi/abs/10.1093/wsr/wsr002,2011,,,,,,,3,2,"script-kore, script-hang, lang-kor, syllabary",,,"This article argues against the conventional categorisation of Korean Hangul as a syllabic alphabet, and proposes that it be reclassified as an alphabetic syllabary. The article draws on evidence from the orthography, phonology, and morphology of the Korean language, as well as the role of vowels in written Korean, to support the author's position. Please note that you need to be a subscriber to this journal in order to access the full article. There is also an option to purchase short-term access to the article.",journal,qnp3lgpvfh,Is Korean a syllabic alphabet or an alphabetic syllabary,Writing Systems Research,,,2011,,,,
online,,papazian,Armenotype,Hrant Papazian and Nina Stössinger,,Papazian,,,,,,http://armenotype.com/,,2025-11-21,,,,,,,,script-armn,,,Rich and lovely site all about Armenian type and typography.,webpage,h9meh34uqv,Armenotype,,,,,,,,
inbook,,parpola1996,The Indus Script,Asko Parpola,Peter T. Daniels and William Bright,Parpola,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,165-171,,,script-inds,,,,booksectn,uteedmlfab,,The World's Writing Systems,0-19-507993-0,,1996,,,,
book,,peckham1968,The development of the late Phoenician scripts,J. Brian Peckham,,Peckham,,,,,,,1968,,,,Harvard University Press,"Cambridge, MA",,,,"script-phnx, lang-xpu",,,"Overview of the development of the late Phoenician and Punic scripts, apart from the so-called Neo-Punic development",book,zzyrfjxmy2,,,,,1968,,,,
online,,persian-alpha,The Persian Alphabet,,,,,,,,,http://reocities.com/Athens/Academy/9594/farsi.html,,2011-08-22,,,,,,,,"script-arab, lang-fas",,,This page describes the Arabic script as used for writing the Farsi language.,webpage,l3md4r8tku,The Persian Alphabet,reocities,,,Accessed 2011-08-22,,,,
online,,pinyin joe,Pinyin Joe - Windows Vista Chinese Zhuyin / Bopomofo Setup,Pinyin Joe,,Pinyin Joe,,,,,,http://www.pinyinjoe.com/vista/vista_zhuyin_setup.htm,,2011-04-28,,,,,,,,"script-bopo, lang-zho",,,"Pinyin Joe offers a step-by-step tutorial for people wishing either to input exclusively Bopomofo text, or to use Bopomofo characters to annotate Chinese text. The tutorial is aimed at people using Western versions of MS Windows Vista.",webpage,pq3d4p5csy,Pinyin Joe - Windows Zhuyin / Bopomofo Setup,,,,accessed 2011-04-28,,,,
inbook,,plaisier2007,A Grammar of Lepcha,Heleen Plaisier,,Plaisier,,"A Grammar of Lepcha, Volume 5",,,,,2007,,,,Koninklijke Brill NV,Leiden,34-43,,,script-lepc,,,,booksectn,vl27q5m5lx,,"A Grammar of Lepcha, Volume 5",,,2007,,,,
inbook,,prakash1995,Orthography and Reading in Kannada: A Dravidian Language,P. Prakash and R. Malatesha Joshi,Insup Taylor and David R Olson,Prakash,,Scripts and Literacy,,,,,1995,,,,Kluwer Academic Publications,Dordrecht,95-110,,,script-knda,,,,booksectn,lzugxb7asn,,Scripts and Literacy,,,1995,,,,
online,,price,Hindi Letters and Sounds,Nathan Price,,Price,,,,I Speak Hindi,,http://www.ispeakhindi.com/hindi-letters-and-sounds/,,2011-08-19,,,,,,,,"script-deva, lang-hin",,,"This is part of an online Hindi language-learning course which is presented in podcast format. This part of the course teaches the correct pronunciation of Devanagari characters for Hindi, with tips on avoiding common orthographic/phonetic pitfalls.",webpage,pzu2udcczr,Hindi Letters and Sounds,I Speak Hindi,,,Accessed 2011-08-19,,,,
online,f,pysilfont,pysilfont,,,,,,,,,https://github.com/silnrsi/pysilfont,,2025-11-19,,,,,,,,"fonts, font tools",Python-based font utilities collection and framework,,,,,,Github,,,,,,,
online,,qadir2012,Saraiki vowel,Parvez Qadir,,Qadir,,,,,,http://siraiki.blogspot.com/2012/06/blog-post_29.html,2012-06-29,,,,,,,,,"script-arab, script-aran, lang-skr",,Detail of 18 vowels in Saraiki,Saraiki vowel sounds and representation,webpage,u8rrc6c2fv,,,,,29 June 2012,,,,
online,,qurgh2014,Writing Klingon - pIqaD,qurgh lungqIj tuq,,qurgh,,,,KLI - Klingon Language Institute,,http://www.kli.org/about-klingon/writing-klingon/,2014-08-06,2015-10-29,,,,,,,,lang-tlh,,A brief description of the pIqaD orthography for Klingon.  Includes a short discussion of the origins of the language and an image showing the glyphs associated with the pIqaD script.,A brief description of the pIqaD orthography for the Klingon Language.,webpage,hyv8bhrsjd,Writing Klingon,KLI - Klingon Language Institute,,,"published 2014-08-06, accessed 2015-10-29",,,,
misc,,rake,Writing Miao,S. T. Rake,,Rake,,,,,,http://www.archives.ecs.soton.ac.uk/miao/WritingMiao/m001eqv.pdf,,2010-05-18,,,,,,,,script-plrd,,The Pollard script and its equivalent in the Romanized script.(CR)(CR)Sounds borrowed from Chinese(CR)(CR)The Romanized script and its equivalent in Pollard script.,,webpage,kk2m5z6ew3,,,,,Accessed 2010-05-18,,,,
inbook,,ratliff1996,The Pahawh Hmong Script,Martha Ratliff,Peter T. Daniels and William Bright,Ratliff,,The World's Writing Systems,,,,,1996,,,,Oxford University Press,Oxford,619-620,,,script-hmng,,,,booksectn,ehb78h96ha,,The World's Writing Systems,,,1996,,,,
inbook,,rawlinson1889,Phoenician Writing - Language and Literature,George Rawlinson,,Rawlinson,,History of Phoenicia,,,,http://books.google.co.uk/books?id=Lcj-_dqCraEC&printsec=frontcover&dq=history+of+Phoenicia&ei=1R6iS6SpL6HuMoee0LYH&cd=1#v=onepage&q=&f=false,1889,,,,Forgotten Books,,228-248,,,script-phnx,,,,booksectn,khgpmwjszp,History of Phoenicia - Full view at GoogleBooks,History of Phoenicia,,,"1889, republished 2008",,,,
misc,,redish,The Cherokee Alphabet And How To Use It,Laura Redish and Orrin Lewis,,Redish,,,,,,http://www.native-languages.org/cherokee_alphabet.htm,,2009-01-14,,,,,,,,script-cher,,,,webpage,nnrfsfud8a,,Native Languages of the Americas,,,Accessed 14 January 2009,,,,
article,,reisenberg1960,A Caroline Islands Script,Saul H. Reisenberg and Shigeru Kaneshiro,,Reisenberg,Bureau of American Ethnology Bulletin,,,,,,1960,,,,,,269-333,173,1,script-wole,,,"This paper is one of the most widely-quoted in material concerning the history of the Woleai script. At the time of writing, there was a theory that the script was a degenerate relic of an ancient writing method from the Asiatic mainland or Easter Island. Reisenberg and Kaneshiro argue, however, for a partially Latin derivation, a Latin-based script having developed elsewhere in the region as a misunderstood response to brief instruction given by the castaway Alfred Snelling. This was not well-suited to the writing of Woleain, so was abandoned in favour of a second and wholly new syllabary which combined the signs used in Snelling's system with local environmental and cultural symbols.",journal,hjew8vwhuz,,Bureau of American Ethnology Bulletin,,,1960,,,,
online,f,rfns,Managing Reserved Font Names (RFNs),,,,,,,,,https://openfontlicense.org/ofl-reserved-font-names/,,2025-11-19,,,,,,,,"fonts, distribution, naming",,,,,,,,,,,,,,
online,,rich,Hebrew Alphabet,Tracey R. Rich,,Rich,,,,,,http://www.jewfaq.org/alephbet.htm,,2010-06-09,,,,,,,,script-hebr,,,,webpage,x7z72qw3jy,Hebrew Alphabet,,,,Accessed 9 June 2010,,,,
inbook,,ritner1996demotic,Demotic,Robert K. Ritner,Peter T. Daniels and William Bright,Ritner,,The World's Writing Systems,,,,,1996,,,,Oxford University Press,Oxford,82,,,script-egyd,,,,booksectn,kuf6dtmvdj,,The World's Writing Systems,,,1996,,,,
inbook,,ritner1996hieratic,Hieratic,Robert K. Ritner,Peter T. Daniels and William Bright,Ritner,,The World's Writing Systems,,,,,1996,,,,Oxford University Press,Oxford,81-82,,,script-egyh,,,,booksectn,yly88blztx,,The World's Writing Systems,,,1996,,,,
article,,roberts2010,Hidden morpheme boundaries in Kabiye: A source of miscues in a toneless orthography,David Roberts,,Roberts,Writing Systems Research,,,,,http://www.tandfonline.com/doi/abs/10.1093/wsr/wsq011,2010,,,,,,,2,2,lang-kbp,,,"This article uses the example of Kabiye, one of the national languages of Togo, to illustrate the way in which miscues (errors in reading) can be a result of a toneless orthography being applied to a tone language. However, the author finds that the non-representation of tone in the orthography only accounts for a part of the problem. Hidden or unclear morpheme boundaries can have a greater effect, both in themselves and in the fact that they can further conceal tone by masking the roots of morphemes. The author suggests that, if the roots were made explicit, tone could be deduced to a much greater extent without having to be written.",journal,nqpm98q3u5,Hidden morpheme boundaries in Kabiye: A source of miscues in a toneless orthography,Writing Systems Research,,,2010,,,,
article,,roberts2014,"Review of Meikal Mumin and Kees Versteegh (eds.), The Arabic script in Africa: Studies in the use of a writing system (Studies in Semitic languages and linguistics, 71). Leiden: Brill, 2014. pp. 400.",David Roberts,,Roberts,Written Language & Literacy,,,,,http://dx.doi.org/10.1075/wll.17.2.06rob,2014,,,,,,308-314,17,2,script-arab,,,"This is an excellent review of the book: The Arabic script in Africa: Studies in the use of a writing system.(CR)(CR)The link below is the official version of the review. However, it does require a subscription. The review is also currently downloadable as a preprint copy available from the reviewers academic website.",journal,t5hrarruxk,"Review of Meikal Mumin and Kees Versteegh (eds.), The Arabic script in Africa: Studies in the use of a writing system (subscription required)",Written Language & Literacy,,,2014,,,,
online,f,robofont,Robofont,,,,,,,,,https://robofont.com/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
inbook,,rogers2005runic,The Runic Alphabets,Henry Rogers,,Rogers,,Writing Systems - A Linguistic Approach,,,,,2005,,,,Blackwell,Oxford,256,,,script-runr,,,,booksectn,dum9elzvu2,,Writing Systems - A Linguistic Approach,,,2005,,,,
inbook,,rogers2005tibetan,The Tibetan Abugida,Henry Rogers,,Rogers,,Writing Systems - A Linguistic Approach,,,,,2005,,,,Blackwell,Oxford,223-226,,,script-tibt,,,,booksectn,wgsbswem78,,Writing Systems - A Linguistic Approach,,,2005,,,,
online,f,rolv,Registry of Language Varieties (ROLV),,,,,,,,,https://hisregistries.org/rolv/,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,,,,,,,,
online,,rosenbaum2011,The Phoenician Sacred Letters: Divine Writing for Meditiation and Divination,David Myriad Rosenbaum,,Rosenbaum,,,,,,http://davidmyriad.tripod.com/phoenician.alphabet.index.html,2011-08-24,,,,,,,,,script-phnx,,,"This page briefly describes the Phoenician script and provides information on the history, use and religious significance of individual letters.",webpage,rhxt5lxc3d,The Phoenician Sacred Letters: Divine Writing for Meditiation and Divination,,,,Accessed 2011-08-24,,,,
book,,ross1999,The Printed Bengali Character and its Evolution,Fiona G. E. Ross,,Ross,,,,,,,1999,,,,Curzon Press,"Surrey, England",,,,script-beng,,,"This book traces the evolution of Indian typeforms from the earliest attempts by Europeans in India and England, through the eras of hot-metal typefounding, to the latest use of computer technology in non-Latin design. It is illustrated with over 100 reproductions of typefaces spanning more than 200 years.",book,hqxbs2vltn,,,,,1999,,,,
misc,,ross2004,The Mother Tongue in Morocco: the politics of an indigenous education,Samantha Ross,,Ross,,,,,,,2004-09-01,,,,University of East Anglia,,,,,script-tfng,,,,academic,j44cmll5nu,The Mother Tongue in Morocco,,,,September 2004,,,,
misc,,rovenchak2008,Distribution of complexities in the Vai script,Andrij Rovenchak and Ján Macutek and Charles Riley,,Rovenchak,,,,,,http://arxiv.org/abs/0810.0200,2008,,,,Cornell University,,,,,script-vaii,,,"In this paper, the authors analyze the distribution of complexities in the syllabic Vai script. They find that the uniformity hypothesis for complexities fails for this script. The models using Poisson distribution for the number of components and hyper-Poisson distribution for connections provide good fits in the case of the Vai script. The paper can be downloaded in PDF format from the link below.",academic,rc3utmzley,Distribution of complexities in the Vai script,,,paper,2008,,,,
article,,rovenchak2009,Towards the decipherment of the Bagam script,Andrij Rovenchak,,Rovenchak,Afrikanistik Online,,,,,,2009,,,,,,,2009,0009-10-19125,"script-bamu, script-qabh",,The Bagam (Eghap) script from the Grassfields region of Cameroon is briefly analyzed. An attempt to identify the phonetic values of some Bagam characters is made and some similarity with the Bamum script is reported.,Paper analyzing the Bagam script.,journal,e8f9d6ac67,,Afrikanistik Online,,,,,,,
online,,sadan,Oketz,Meir Sadan,,Sadan,,,,,,http://www.oketz.com/,,2025-11-21,,,,,,,,"script-hebr, lang-heb",,,"Oketz is a site / blog created by Meir Sadan, containing fonts, articles, videos and helpful links for those interested in Hebrew typography. Please note: the site is in Hebrew.",webpage,jgmkqj5xh9,Oketz,,,,,,,,
inbook,,salomon1996,Brahmi and Kharoshthi,Richard G. Salomon,Peter T. Daniels and William Bright,Salomon,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,373-383,,,"script-brah, script-khar",,,,booksectn,m5e3qmywu8,,The World's Writing Systems,0-19-507993-0,,1996,,,,
online,,samaritan-script,The Samaritan Script,,,,,,,,,http://members.tripod.com/~osher_2/script.htm,,2011-09-29,,,,,,,,script-samr,,,"This page describes the history of the Samaritan script as presented in the Torah, and provides example texts written in the script.",webpage,vx5d9w4qsu,The Samaritan Script,,,,Accessed 2011-09-29,,,,
inbook,,sanjian1996,The Armenian Alphabet,Avedis K. Sanjian,Peter T. Daniels and William Bright,Sanjian,,The World's Writing Systems,,,,,1996,,,,Oxford University Press,New York,356-362,,,script-armn,,,,booksectn,htgjmz5p4v,,The World's Writing Systems,,,1996,,,,
inproceedings,,santos2020,Design and Evaluation of a Smartphone Keyboard for Plains Cree Syllabics,Eddie Antonio Santos and Atticus G. Harrigan,,Santos,,"Language Resources and Evaluation Conference (LREC 2020), Marseille, 11–16 May 2020",,,,https://www.aclweb.org/anthology/2020.sltu-1.12.pdf,2020,,,,,,,,,"script-cans, lang-crk, keyboards",,,"Plains Cree is a less-resourced language in Canada. To promote its usage online, we describe previous keyboard layouts for typing Plains Cree syllabics on smartphones. We describe our own solution whose development was guided by ergonomics research and corpus statistics. We then describe a case study in which three participants used a previous layout and our own, and we collected quantitative and qualitative data. We conclude that, despite observing accuracy improvements in user testing, introducing a brand new paradigm for typing Plains Cree syllabics may not be ideal for the community.",journal,mlh2w4zh4m,,"Language Resources and Evaluation Conference (LREC 2020), Marseille, 11–16 May 2020",,,2020,,,,
article,,savage2008,Writing Tuareg — the three script options,Andrew Savage,,Savage,International Journal of the Sociology of Language,,,,,http://dx.doi.org/10.1515/IJSL.2008.031,2008,,,1613-3668,,,5-13,2008,192,"script-arab, script-tfng, script-latn, lang-taq",,,"An article presenting the three script options - Arabic, Roman or Tifinagh - for writing the Tuareg language(s). The sociolinguistic factors involved in the choice of script are discussed, and some of the cultural influences exerted on the Tuareg are outlined, with an explanation of how these conflicting influences affect the choice of script.",journal,wfbdve7wg5,,International Journal of the Sociology of Language,1613-3668,,,,,,
inbook,,scancarelli1996,Cherokee Writing,Janine Scancarelli,Peter T. Daniels and William Bright,Scancarelli,,The World's Writing Systems,,,,,1996,,0-19-507993-0,,Oxford University Press,Oxford,587-592,,,script-cher,,,,booksectn,cneudr5msy,,The World's Writing Systems,0-19-507993-0,,1996,,,,
book,,schanalansky2008,Fraktur Mon Amour (English Edition),Judith Schalansky,,Schanalansky,,,,,,,2008,,,,Princeton Architectural Press,New York,,,,script-latf,,,,book,peawzxe8k9,,,,,2008,,,,
book,,schniedewind2007,"A primer on Ugaritic: language, culture and literature",William M. Schniedewind and Joel H. Hunt,,Schniedewind,,,,,,,2007,,,,Cambridge University Press,"Cambridge, UK",,,,script-ugar,,,,book,dgexy6qvyw,,,,,2007,,,,
online,,schnoebelen2014,7 awesome non-English punctuation symbols you need,Tyler Schnoebelen,,Schnoebelen,,,,,,https://corplinguistics.wordpress.com/2014/03/07/7-awesome-non-english-punctuation-symbols-you-need/,2014-03-07,,,,,,,,,"char-17da, char-0834, char-070b, char-104d, char-07f7, char-0f0a, char-0df4",,,"Interesting blog post about seven punctuation characters, from seven different scripts, which express something which cannot be expressed using conventional Latin script punctuation.",webpage,n7vh5gz2t4,Blog post,,,,published 2014-03-07,,,,
online,,scripts-sea,Scripts of South East Asia,,,,,,,,,http://reocities.com/Athens/Academy/9594/seasia2.html,,2011-08-22,,,,,,,,"script-khmr, script-mymr, script-laoo, script-thai",,,"This is a rudimentary page presenting the four major Brahmi-derived scripts of South East Asia: Myanmar (Burmese), Lao, Thai, and Khmer. These are presented in chart form arranged by character, so that the letterforms can be compared across scripts. A Latin transcription is provided as a pronunciation guide.",webpage,usgznc47g3,Scripts of South East Asia,reocities,,,Accessed 2011-08-22,,,,
online,f,scriptsource,ScriptSource,,,,,,,,,https://scriptsource.org,,2025-11-19,,,,,,,,writing systems,,,,,,,,,,,,,,
